Age,Address,Gender,UserType,Label,Total_Quantity,Total_Value,StDev_Quantity,StDev_Value,AvgTimeDelta,Recency,Unique_TransactionId,Unique_ItemId,Unique_Location,Unique_ProductCategory,Total_Quantity_per_Unique_TransactionId,Total_Quantity_per_Unique_ItemId,Total_Quantity_per_Unique_Location,Total_Quantity_per_Unique_ProductCategory,Total_Value_per_Unique_TransactionId,Total_Value_per_Unique_ItemId,Total_Value_per_Unique_Location,Total_Value_per_Unique_ProductCategory,Scored Labels,Scored Probabilities
E,E,Unknown,Unknown,Churner,19,1433,0.332105582077536,58.5563454139284,4.64705882352941,16,17,15,1,1,1.05555555555556,1.1875,9.5,9.5,79.6111111111111,89.5625,716.5,716.5,Churner,0.4635196587783079
D,E,Unknown,Unknown,Churner,7,680,0.957427107756338,99.8966132225379,3.75,72,4,4,1,1,1.4,1.4,3.5,3.5,136.0,136.0,340.0,340.0,Churner,0.23662537805636863
H,C,Unknown,Unknown,Nonchurner,2,784,0.0,0.0,0.0,27,1,1,1,1,1.0,1.0,1.0,1.0,392.0,392.0,392.0,392.0,Churner,0.23986583035364095
D,G,Unknown,Unknown,Churner,31,1758,0.68633274115326,65.0521248489888,1.9,20,20,19,1,1,1.47619047619048,1.55,15.5,15.5,83.7142857142857,87.9,879.0,879.0,Churner,0.4478412691857156
D,D,Unknown,Unknown,Churner,15,1484,0.267261241912424,88.6583763234343,0.0,95,14,14,1,1,1.0,1.0,7.5,7.5,98.9333333333333,98.9333333333333,742.0,742.0,Churner,0.19766360177390788
E,F,Unknown,Unknown,Churner,7,248,0.408248290463863,17.8624373103635,10.6666666666667,25,6,5,1,1,1.0,1.16666666666667,3.5,3.5,35.4285714285714,41.3333333333333,124.0,124.0,Churner,0.4783088618356479
K,H,Unknown,Unknown,Nonchurner,325,25171,1.19974036121422,147.343599958267,0.395061728395062,1,243,123,1,1,1.33196721311475,2.62096774193548,162.5,162.5,103.159836065574,202.991935483871,12585.5,12585.5,Nonchurner,0.9957826153841091
E,C,Unknown,Unknown,Nonchurner,35,20108,0.296144581080299,1923.97541648167,2.3125,18,32,20,1,1,1.06060606060606,1.66666666666667,17.5,17.5,609.333333333333,957.52380952381,10054.0,10054.0,Churner,0.3564918597777241
D,C,Unknown,Unknown,Churner,8,656,0.377964473009227,55.6408551507322,0.0,12,7,5,1,1,1.0,1.33333333333333,4.0,4.0,82.0,109.333333333333,328.0,328.0,Churner,0.30492284766797173
D,G,Unknown,Unknown,Nonchurner,107,7794,0.954921309746194,92.0137345684252,0.924731182795699,1,93,49,1,1,1.13829787234043,2.14,53.5,53.5,82.9148936170213,155.88,3897.0,3897.0,Nonchurner,0.8200318291528905
D,E,Unknown,Unknown,Nonchurner,33,1272,1.28730060869358,136.934864599404,3.0,3,21,13,1,1,1.5,2.35714285714286,16.5,16.5,57.8181818181818,90.8571428571429,636.0,636.0,Churner,0.49534429021635196
C,G,Unknown,Unknown,Churner,6,1230,0.447213595499958,185.698680663057,0.0,88,5,5,1,1,1.0,1.0,3.0,3.0,205.0,205.0,615.0,615.0,Churner,0.16244317399951175
J,E,Unknown,Unknown,Nonchurner,36,2479,0.697247334992287,72.5616660821359,3.46153846153846,3,26,20,1,1,1.33333333333333,1.71428571428571,18.0,18.0,91.8148148148148,118.047619047619,1239.5,1239.5,Nonchurner,0.5437763258942001
G,F,Unknown,Unknown,Churner,11,502,0.316227766016838,29.6040537764678,0.0,2,10,7,1,1,1.0,1.375,5.5,5.5,45.6363636363636,62.75,251.0,251.0,Churner,0.3472264349620425
C,F,Unknown,Unknown,Nonchurner,23,1843,0.669113158068688,132.994975088132,1.33333333333333,14,18,16,1,1,1.21052631578947,1.35294117647059,11.5,11.5,97.0,108.411764705882,921.5,921.5,Churner,0.41450127850657914
E,H,Unknown,Unknown,Nonchurner,8,3375,0.816496580927726,1195.51909227749,7.83333333333333,20,6,6,1,1,1.14285714285714,1.14285714285714,4.0,4.0,482.142857142857,482.142857142857,1687.5,1687.5,Churner,0.41632045496659215
E,A,Unknown,Unknown,Churner,8,205,0.516397779494322,19.5490835249806,0.0,54,6,6,1,1,1.14285714285714,1.14285714285714,4.0,4.0,29.2857142857143,29.2857142857143,102.5,102.5,Churner,0.22779204231944836
E,E,Unknown,Unknown,Churner,8,661,0.0,51.9200965770618,5.0,4,8,7,1,1,0.888888888888889,1.0,4.0,4.0,73.4444444444444,82.625,330.5,330.5,Churner,0.42783099090527077
F,G,Unknown,Unknown,Churner,41,1983,2.00729663131334,117.48626895009,5.05263157894737,1,19,12,1,1,2.05,3.15384615384615,20.5,20.5,99.15,152.538461538462,991.5,991.5,Nonchurner,0.5478443751769284
B,E,Unknown,Unknown,Churner,11,723,0.0,41.3692903228733,0.0,73,11,8,1,1,0.916666666666667,1.22222222222222,5.5,5.5,60.25,80.3333333333333,361.5,361.5,Churner,0.20963175723947253
F,F,Unknown,Unknown,Churner,18,617,5.0,142.838778581542,0.0,81,4,3,1,1,3.6,4.5,9.0,9.0,123.4,154.25,308.5,308.5,Churner,0.18567513265850624
C,F,Unknown,Unknown,Churner,83,10540,0.605268591488609,277.330904470455,1.04477611940299,18,67,49,1,1,1.22058823529412,1.66,41.5,41.5,155.0,210.8,5270.0,5270.0,Nonchurner,0.701718470473177
C,F,Unknown,Unknown,Nonchurner,31,3232,0.77510677576318,178.803312346077,1.95652173913043,38,23,19,1,1,1.29166666666667,1.55,15.5,15.5,134.666666666667,161.6,1616.0,1616.0,Churner,0.3985946645953003
F,G,Unknown,Unknown,Nonchurner,46,4534,1.81478574312432,193.229223368342,1.25925925925926,54,27,20,1,1,1.64285714285714,2.19047619047619,23.0,23.0,161.928571428571,215.904761904762,2267.0,2267.0,Churner,0.3826516426569281
B,B,Unknown,Unknown,Nonchurner,13,9157,0.404519917477945,899.033410239727,3.54545454545455,4,11,10,1,1,1.08333333333333,1.18181818181818,6.5,6.5,763.083333333333,832.454545454546,4578.5,4578.5,Churner,0.36563083381040723
E,C,Unknown,Unknown,Churner,15,495,1.86445447147161,31.2021061560182,0.0,61,7,6,1,1,1.875,2.14285714285714,7.5,7.5,61.875,70.7142857142857,247.5,247.5,Churner,0.2269617230096078
K,E,Unknown,Unknown,Nonchurner,22,1732,0.501459857121279,80.6089760358228,1.63157894736842,54,19,17,1,1,1.1,1.22222222222222,11.0,11.0,86.6,96.2222222222222,866.0,866.0,Churner,0.33088365338947573
C,E,Unknown,Unknown,Nonchurner,30,1400,0.408248290463863,44.1210456207315,3.8,0,25,17,1,1,1.15384615384615,1.66666666666667,15.0,15.0,53.8461538461538,77.7777777777778,700.0,700.0,Nonchurner,0.5364939616719927
C,H,Unknown,Unknown,Nonchurner,19,5536,0.332105582077536,847.575729741631,5.41176470588235,2,17,14,1,1,1.05555555555556,1.26666666666667,9.5,9.5,307.555555555556,369.066666666667,2768.0,2768.0,Churner,0.4774633602901713
F,D,Unknown,Unknown,Churner,26,2838,0.0,129.770471928769,0.0,14,26,21,1,1,0.962962962962963,1.18181818181818,13.0,13.0,105.111111111111,129.0,1419.0,1419.0,Churner,0.42368642098412146
G,C,Unknown,Unknown,Nonchurner,23,281,3.57770876399966,23.22068043792,5.6,62,5,5,1,1,3.83333333333333,3.83333333333333,11.5,11.5,46.8333333333333,46.8333333333333,140.5,140.5,Churner,0.3260341358849573
D,G,Unknown,Unknown,Nonchurner,363,169143,26.3890574470021,15357.2556343133,4.61111111111111,9,18,5,1,1,19.1052631578947,60.5,181.5,181.5,8902.26315789474,28190.5,84571.5,84571.5,Churner,0.10091197759417177
G,G,Unknown,Unknown,Nonchurner,15,811,1.21498579258791,108.521009596343,0.0,69,7,5,1,1,1.875,2.5,7.5,7.5,101.375,135.166666666667,405.5,405.5,Churner,0.20839670451855563
G,F,Unknown,Unknown,Churner,12,1072,0.421637021355784,41.6967891116597,4.5,9,10,5,1,1,1.09090909090909,2.0,6.0,6.0,97.4545454545455,178.666666666667,536.0,536.0,Churner,0.40627816776113856
F,C,Unknown,Unknown,Churner,52,2334,1.10742108598111,73.2843703014584,1.41176470588235,38,34,24,1,1,1.48571428571429,2.08,26.0,26.0,66.6857142857143,93.36,1167.0,1167.0,Churner,0.4864201990461056
D,F,Unknown,Unknown,Churner,6,1125,0.0,220.953162457567,0.0,5,6,6,1,1,0.857142857142857,0.857142857142857,3.0,3.0,160.714285714286,160.714285714286,562.5,562.5,Churner,0.3151939717784361
D,F,Unknown,Unknown,Nonchurner,29,3884,0.325812593608421,212.599167810803,2.19230769230769,10,26,19,1,1,1.07407407407407,1.45,14.5,14.5,143.851851851852,194.2,1942.0,1942.0,Churner,0.46773509542693553
C,D,Unknown,Unknown,Churner,4,461,0.0,97.4247572916317,0.0,76,4,4,1,1,0.8,0.8,2.0,2.0,92.2,92.2,230.5,230.5,Churner,0.17650039292710323
C,G,Unknown,Unknown,Churner,2,159,0.0,36.0624458405139,0.0,39,2,2,1,1,0.666666666666667,0.666666666666667,1.0,1.0,53.0,53.0,79.5,79.5,Churner,0.22636163363379427
F,C,Unknown,Unknown,Churner,45,3145,0.548758930347711,90.6505946093588,2.06060606060606,20,33,26,1,1,1.32352941176471,1.66666666666667,22.5,22.5,92.5,116.481481481481,1572.5,1572.5,Nonchurner,0.5291787859061687
A,E,Unknown,Unknown,Nonchurner,75,10014,0.668584032336198,168.625700081899,1.31746031746032,5,63,37,1,1,1.171875,1.97368421052632,37.5,37.5,156.46875,263.526315789474,5007.0,5007.0,Nonchurner,0.6673173847592949
D,F,Unknown,Unknown,Nonchurner,97,10067,1.30994487728731,238.727510101969,1.44067796610169,3,59,39,1,1,1.61666666666667,2.425,48.5,48.5,167.783333333333,251.675,5033.5,5033.5,Nonchurner,0.7205824849879519
C,E,Unknown,Unknown,Churner,21,1583,0.632455532033676,96.6775691717183,2.53333333333333,25,15,13,1,1,1.3125,1.5,10.5,10.5,98.9375,113.071428571429,791.5,791.5,Churner,0.390305039831612
B,G,Unknown,Unknown,Nonchurner,43,2208,0.490240894309911,57.3997189112668,2.42857142857143,1,35,25,1,1,1.19444444444444,1.65384615384615,21.5,21.5,61.3333333333333,84.9230769230769,1104.0,1104.0,Nonchurner,0.5850259561802686
E,E,Unknown,Unknown,Nonchurner,25,1692,0.477566932940919,48.195750947119,0.0,37,19,15,1,1,1.25,1.5625,12.5,12.5,84.6,105.75,846.0,846.0,Churner,0.3377381132428689
C,D,Unknown,Unknown,Churner,15,2878,1.80772153354911,662.423850070978,2.25,9,8,6,1,1,1.66666666666667,2.14285714285714,7.5,7.5,319.777777777778,411.142857142857,1439.0,1439.0,Churner,0.35751777594419787
D,D,Unknown,Unknown,Churner,13,1065,0.404519917477945,53.4524427539438,0.0,38,11,8,1,1,1.08333333333333,1.44444444444444,6.5,6.5,88.75,118.333333333333,532.5,532.5,Churner,0.27562922701729364
D,G,Unknown,Unknown,Nonchurner,30,3404,1.19207912135854,385.067266850871,0.0,71,20,18,1,1,1.42857142857143,1.57894736842105,15.0,15.0,162.095238095238,179.157894736842,1702.0,1702.0,Churner,0.27728686439550226
E,F,Unknown,Unknown,Churner,88,10010,0.983998967608182,208.678435599194,1.109375,25,64,48,1,1,1.35384615384615,1.79591836734694,44.0,44.0,154.0,204.285714285714,5005.0,5005.0,Nonchurner,0.6933708993266382
F,G,Unknown,Unknown,Nonchurner,68,7793,0.581720377253121,250.887341672656,0.830508474576271,22,59,42,1,1,1.13333333333333,1.58139534883721,34.0,34.0,129.883333333333,181.232558139535,3896.5,3896.5,Nonchurner,0.6346902041181478
C,H,Unknown,Unknown,Churner,3,242,0.0,16.5630109984065,0.0,18,3,2,1,1,0.75,1.0,1.5,1.5,60.5,80.6666666666667,121.0,121.0,Churner,0.26823889214812435
A,E,Unknown,Unknown,Churner,15,713,0.924416277737175,44.2059230914098,2.36363636363636,65,11,11,1,1,1.25,1.25,7.5,7.5,59.4166666666667,59.4166666666667,356.5,356.5,Churner,0.2771913869394827
J,E,Unknown,Unknown,Churner,64,7111,0.933035243327714,172.420161085619,2.05263157894737,18,38,23,1,1,1.64102564102564,2.66666666666667,32.0,32.0,182.333333333333,296.291666666667,3555.5,3555.5,Nonchurner,0.5436197120563023
C,F,Unknown,Unknown,Churner,59,3886,1.4035561869658,137.162613647388,0.189189189189189,4,37,26,1,1,1.55263157894737,2.18518518518519,29.5,29.5,102.263157894737,143.925925925926,1943.0,1943.0,Nonchurner,0.5659198879820119
C,E,Unknown,Unknown,Nonchurner,22,1744,0.755928946018454,133.995817549949,2.42857142857143,38,14,12,1,1,1.46666666666667,1.69230769230769,11.0,11.0,116.266666666667,134.153846153846,872.0,872.0,Churner,0.35288529575557737
E,E,Unknown,Unknown,Nonchurner,170,11338,0.476584283889603,65.8902494630751,0.457142857142857,24,140,55,1,1,1.20567375886525,3.03571428571429,85.0,85.0,80.4113475177305,202.464285714286,5669.0,5669.0,Nonchurner,0.8989205982639671
D,C,Unknown,Unknown,Churner,17,3796,0.996204919895622,675.060042222957,2.91666666666667,17,12,9,1,1,1.30769230769231,1.7,8.5,8.5,292.0,379.6,1898.0,1898.0,Churner,0.3686863658213909
G,B,Unknown,Unknown,Nonchurner,15,1142,0.452267016866645,46.5595090050129,0.0,22,12,11,1,1,1.15384615384615,1.25,7.5,7.5,87.8461538461538,95.1666666666667,571.0,571.0,Churner,0.32621034681897365
E,E,Unknown,Unknown,Nonchurner,52,4174,0.465890827947805,143.749351195031,1.6046511627907,12,43,34,1,1,1.18181818181818,1.48571428571429,26.0,26.0,94.8636363636364,119.257142857143,2087.0,2087.0,Nonchurner,0.6021293943025563
E,D,Unknown,Unknown,Churner,16,1010,0.65133894727893,41.7216606776021,3.33333333333333,12,12,8,1,1,1.23076923076923,1.77777777777778,8.0,8.0,77.6923076923077,112.222222222222,505.0,505.0,Churner,0.4026671951137794
B,B,Unknown,Unknown,Churner,8,895,0.377964473009227,167.477788150577,0.0,94,7,6,1,1,1.0,1.14285714285714,4.0,4.0,111.875,127.857142857143,447.5,447.5,Churner,0.16272570724582516
B,F,Unknown,Unknown,Churner,14,1702,0.966091783079296,182.893897595786,0.5,73,10,9,1,1,1.27272727272727,1.4,7.0,7.0,154.727272727273,170.2,851.0,851.0,Churner,0.2181903154178988
E,A,Unknown,Unknown,Churner,6,1722,0.447213595499958,548.509617053338,0.0,10,5,4,1,1,1.0,1.2,3.0,3.0,287.0,344.4,861.0,861.0,Churner,0.2912664956365554
B,G,Unknown,Unknown,Churner,167,68620,19.7627595913796,8131.90048307692,11.1666666666667,9,6,4,1,1,23.8571428571429,33.4,83.5,83.5,9802.85714285714,13724.0,34310.0,34310.0,Churner,0.3779085845450602
C,E,Unknown,Unknown,Nonchurner,116,15182,0.908024682764089,265.138874385901,1.19230769230769,1,78,44,1,1,1.46835443037975,2.57777777777778,58.0,58.0,192.177215189873,337.377777777778,7591.0,7591.0,Nonchurner,0.767853418155011
E,A,Unknown,Unknown,Churner,47,6507,0.254971705929353,333.659011003268,0.477272727272727,60,44,34,1,1,1.04444444444444,1.34285714285714,23.5,23.5,144.6,185.914285714286,3253.5,3253.5,Churner,0.43152656782131277
C,G,Unknown,Unknown,Churner,1,19,0.0,0.0,0.0,55,1,1,1,1,0.5,0.5,0.5,0.5,9.5,9.5,9.5,9.5,Churner,0.19452157520345412
A,C,Unknown,Unknown,Nonchurner,16,2231,0.699205898780101,242.272780146677,0.0,79,10,7,1,1,1.45454545454545,2.0,8.0,8.0,202.818181818182,278.875,1115.5,1115.5,Churner,0.1959211548037952
C,G,Unknown,Unknown,Churner,14,962,0.0,51.3051632900606,0.0,6,14,10,1,1,0.933333333333333,1.27272727272727,7.0,7.0,64.1333333333333,87.4545454545455,481.0,481.0,Churner,0.3605179537365909
E,F,Unknown,Unknown,Churner,92,9556,0.344713156833079,125.444108601066,0.0617283950617284,19,81,45,1,1,1.1219512195122,2.0,46.0,46.0,116.536585365854,207.739130434783,4778.0,4778.0,Nonchurner,0.71219895350469
E,C,Unknown,Unknown,Nonchurner,122,10929,1.6004078734202,222.73806467361,1.28787878787879,8,66,37,1,1,1.82089552238806,3.21052631578947,61.0,61.0,163.119402985075,287.605263157895,5464.5,5464.5,Nonchurner,0.7523712664495393
B,F,Unknown,Unknown,Churner,23,1171,3.43349514181816,130.803032584621,4.0,21,10,9,1,1,2.09090909090909,2.3,11.5,11.5,106.454545454545,117.1,585.5,585.5,Churner,0.41025370262355176
E,G,Unknown,Unknown,Nonchurner,35,2305,4.12310562561766,408.211954749,11.4,7,5,5,1,1,5.83333333333333,5.83333333333333,17.5,17.5,384.166666666667,384.166666666667,1152.5,1152.5,Nonchurner,0.5876397269126358
C,B,Unknown,Unknown,Churner,7,1292,0.0,173.091360407211,0.0,66,7,6,1,1,0.875,1.0,3.5,3.5,161.5,184.571428571429,646.0,646.0,Churner,0.20125851418873947
C,E,Unknown,Unknown,Churner,2,109,0.0,47.3761543394987,0.0,19,2,2,1,1,0.666666666666667,0.666666666666667,1.0,1.0,36.3333333333333,36.3333333333333,54.5,54.5,Churner,0.26383723105840184
F,F,Unknown,Unknown,Churner,18,417,2.07019667802706,62.7105975702596,0.0,4,7,6,1,1,2.25,2.57142857142857,9.0,9.0,52.125,59.5714285714286,208.5,208.5,Churner,0.3496999739502577
G,D,Unknown,Unknown,Churner,28,2011,1.12390297389803,90.8975388726197,1.94736842105263,50,19,15,1,1,1.4,1.75,14.0,14.0,100.55,125.6875,1005.5,1005.5,Churner,0.3484213726795068
C,F,Unknown,Unknown,Nonchurner,109,17432,0.802078750617488,341.489545823375,1.10975609756098,3,82,51,1,1,1.31325301204819,2.09615384615385,54.5,54.5,210.024096385542,335.230769230769,8716.0,8716.0,Nonchurner,0.7665907399885122
E,G,Unknown,Unknown,Nonchurner,7,572,0.0,63.4815308724101,0.0,3,7,7,1,1,0.875,0.875,3.5,3.5,71.5,71.5,286.0,286.0,Churner,0.33110979794765805
B,E,Unknown,Unknown,Churner,15,1050,0.0,67.0671305484289,4.8,24,15,12,1,1,0.9375,1.15384615384615,7.5,7.5,65.625,80.7692307692308,525.0,525.0,Churner,0.4229237157849109
E,D,Unknown,Unknown,Churner,13,1687,0.288675134594813,151.688951076827,0.0,31,12,10,1,1,1.0,1.18181818181818,6.5,6.5,129.769230769231,153.363636363636,843.5,843.5,Churner,0.2950279542943639
F,F,Unknown,Unknown,Nonchurner,7,576,0.0,53.2594726651647,10.0,24,7,7,1,1,0.875,0.875,3.5,3.5,72.0,72.0,288.0,288.0,Churner,0.47569274076841356
B,F,Unknown,Unknown,Nonchurner,133,8925,1.49349795129961,142.752372520179,1.45454545454545,0,66,41,1,1,1.98507462686567,3.16666666666667,66.5,66.5,133.208955223881,212.5,4462.5,4462.5,Nonchurner,0.8099272721941926
C,C,Unknown,Unknown,Churner,65,5810,4.45645599103144,356.01362117416,1.5,12,26,22,1,1,2.40740740740741,2.82608695652174,32.5,32.5,215.185185185185,252.608695652174,2905.0,2905.0,Nonchurner,0.5345790629242817
H,E,Unknown,Unknown,Nonchurner,155,8887,0.579107808321159,61.5646559164994,0.717741935483871,8,124,72,1,1,1.24,2.12328767123288,77.5,77.5,71.096,121.739726027397,4443.5,4443.5,Nonchurner,0.9244660199165786
D,E,Unknown,Unknown,Churner,18,1495,0.0,88.1999547967219,1.33333333333333,31,18,16,1,1,0.947368421052632,1.05882352941176,9.0,9.0,78.6842105263158,87.9411764705882,747.5,747.5,Churner,0.36492966300717977
E,D,Unknown,Unknown,Churner,12,2529,3.13049516849971,892.246714759993,7.4,6,5,5,1,1,2.0,2.0,6.0,6.0,421.5,421.5,1264.5,1264.5,Churner,0.45197926559827106
J,C,Unknown,Unknown,Churner,10,358,0.786795792469443,38.7531872729137,6.71428571428571,8,7,7,1,1,1.25,1.25,5.0,5.0,44.75,44.75,179.0,179.0,Churner,0.45787397909316124
C,C,Unknown,Unknown,Churner,33,8866,0.801783725737273,1037.52888657434,2.81818181818182,25,22,19,1,1,1.43478260869565,1.65,16.5,16.5,385.478260869565,443.3,4433.0,4433.0,Churner,0.40745983826026044
F,C,Unknown,Unknown,Nonchurner,12,534,0.534522483824849,18.3049563935954,2.125,72,8,7,1,1,1.33333333333333,1.5,6.0,6.0,59.3333333333333,66.75,267.0,267.0,Churner,0.23734650266546486
G,D,Unknown,Unknown,Nonchurner,21,1521,0.704154339142587,87.2028048096314,0.0,80,16,15,1,1,1.23529411764706,1.3125,10.5,10.5,89.4705882352941,95.0625,760.5,760.5,Churner,0.2385882171655559
J,F,Unknown,Unknown,Nonchurner,25,1958,1.61807966991178,220.724715426252,3.45454545454545,2,11,10,1,1,2.08333333333333,2.27272727272727,12.5,12.5,163.166666666667,178.0,979.0,979.0,Churner,0.45115702557338777
J,F,Unknown,Unknown,Nonchurner,17,1211,0.630425171956115,46.8967769927496,0.0,23,13,9,1,1,1.21428571428571,1.7,8.5,8.5,86.5,121.1,605.5,605.5,Churner,0.3211411195073125
E,E,Unknown,Unknown,Nonchurner,28,1474,0.730296743340221,64.1697896580775,1.85714285714286,1,21,14,1,1,1.27272727272727,1.86666666666667,14.0,14.0,67.0,98.2666666666667,737.0,737.0,Churner,0.4680226601369944
B,G,Unknown,Unknown,Churner,12,804,0.534522483824849,85.7471365619367,0.75,90,8,6,1,1,1.33333333333333,1.71428571428571,6.0,6.0,89.3333333333333,114.857142857143,402.0,402.0,Churner,0.18423211704990192
C,F,Unknown,Unknown,Nonchurner,9,3398,0.547722557505166,1193.14385832835,0.0,66,6,6,1,1,1.28571428571429,1.28571428571429,4.5,4.5,485.428571428571,485.428571428571,1699.0,1699.0,Churner,0.19276865584113165
D,G,Unknown,Unknown,Churner,8,478,0.816496580927726,50.4367590817121,0.0,83,6,6,1,1,1.14285714285714,1.14285714285714,4.0,4.0,68.2857142857143,68.2857142857143,239.0,239.0,Churner,0.1792776235572268
E,H,Unknown,Unknown,Churner,27,1596,1.33944676902773,79.4828875404304,0.0,73,18,18,1,1,1.42105263157895,1.42105263157895,13.5,13.5,84.0,84.0,798.0,798.0,Churner,0.2760103014843375
G,E,Unknown,Unknown,Churner,36,2934,0.854493259282208,71.882289140396,2.67857142857143,11,28,24,1,1,1.24137931034483,1.44,18.0,18.0,101.172413793103,117.36,1467.0,1467.0,Nonchurner,0.5262839535601774
E,A,Unknown,Unknown,Churner,19,1326,0.841897386141095,64.7960451920291,1.78571428571429,12,14,11,1,1,1.26666666666667,1.58333333333333,9.5,9.5,88.4,110.5,663.0,663.0,Churner,0.3936823286008681
D,G,Unknown,Unknown,Nonchurner,12,893,0.0,45.987069987776,4.08333333333333,6,12,7,1,1,0.923076923076923,1.5,6.0,6.0,68.6923076923077,111.625,446.5,446.5,Churner,0.4191105574371555
C,G,Unknown,Unknown,Nonchurner,21,1283,1.38675049056307,130.280073057615,5.46153846153846,17,13,12,1,1,1.5,1.61538461538462,10.5,10.5,91.6428571428571,98.6923076923077,641.5,641.5,Churner,0.4627387667410665
C,E,Unknown,Unknown,Nonchurner,2,54,0.0,0.0,0.0,8,2,1,1,1,0.666666666666667,1.0,1.0,1.0,18.0,27.0,27.0,27.0,Churner,0.2824532423842733
D,F,Unknown,Unknown,Churner,17,1283,0.42581531362632,80.0736268335943,1.0,42,14,10,1,1,1.13333333333333,1.54545454545455,8.5,8.5,85.5333333333333,116.636363636364,641.5,641.5,Churner,0.30265614512268535
C,F,Unknown,Unknown,Nonchurner,10,868,0.462910049886276,68.178337573497,6.375,15,8,6,1,1,1.11111111111111,1.42857142857143,5.0,5.0,96.4444444444444,124.0,434.0,434.0,Churner,0.42683588014600715
B,D,Unknown,Unknown,Nonchurner,16,2502,0.0,234.239727629623,2.5625,18,16,14,1,1,0.941176470588235,1.06666666666667,8.0,8.0,147.176470588235,166.8,1251.0,1251.0,Churner,0.39533898249195204
E,G,Unknown,Unknown,Nonchurner,106,8658,1.2431323949043,92.9038357070128,0.0,17,85,62,1,1,1.23255813953488,1.68253968253968,53.0,53.0,100.674418604651,137.428571428571,4329.0,4329.0,Nonchurner,0.8068652344599878
J,H,Unknown,Unknown,Churner,8,695,0.377964473009227,69.8061942946667,0.0,52,7,6,1,1,1.0,1.14285714285714,4.0,4.0,86.875,99.2857142857143,347.5,347.5,Churner,0.22985767343349797
C,F,Unknown,Unknown,Churner,19,1128,0.543905629069357,49.2503807091884,0.0,17,16,13,1,1,1.11764705882353,1.35714285714286,9.5,9.5,66.3529411764706,80.5714285714286,564.0,564.0,Churner,0.3610692364051008
E,F,Unknown,Unknown,Churner,14,752,0.699205898780101,32.061745984203,0.0,53,10,8,1,1,1.27272727272727,1.55555555555556,7.0,7.0,68.3636363636364,83.5555555555556,376.0,376.0,Churner,0.24887027759708175
G,H,Unknown,Unknown,Churner,3,67,0.0,0.0,0.0,86,1,1,1,1,1.5,1.5,1.5,1.5,33.5,33.5,33.5,33.5,Churner,0.15251670204226053
D,G,Unknown,Unknown,Churner,22,1763,1.06009882737862,108.230485978943,1.26666666666667,53,15,11,1,1,1.375,1.83333333333333,11.0,11.0,110.1875,146.916666666667,881.5,881.5,Churner,0.296382265804171
K,H,Unknown,Unknown,Churner,11,847,2.12132034355964,480.125504425666,0.0,67,2,2,1,1,3.66666666666667,3.66666666666667,5.5,5.5,282.333333333333,282.333333333333,423.5,423.5,Churner,0.1907562486025648
J,G,Unknown,Unknown,Churner,14,505,0.467099366496914,18.833239474156,0.0,30,11,9,1,1,1.16666666666667,1.4,7.0,7.0,42.0833333333333,50.5,252.5,252.5,Churner,0.3015720819656366
D,D,Unknown,Unknown,Churner,28,2787,0.33166247903554,74.6123984335043,0.0,80,25,23,1,1,1.07692307692308,1.16666666666667,14.0,14.0,107.192307692308,116.125,1393.5,1393.5,Churner,0.28483954998861066
E,H,Unknown,Unknown,Churner,6,2883,0.0,892.823330788348,0.0,21,6,6,1,1,0.857142857142857,0.857142857142857,3.0,3.0,411.857142857143,411.857142857143,1441.5,1441.5,Churner,0.27048665771223973
B,F,Unknown,Unknown,Nonchurner,26,1692,0.28232985128664,46.5916581449475,3.41666666666667,15,24,17,1,1,1.04,1.44444444444444,13.0,13.0,67.68,94.0,846.0,846.0,Churner,0.4772751933933271
C,E,Unknown,Unknown,Churner,5,484,0.0,56.9183625906438,0.0,73,5,3,1,1,0.833333333333333,1.25,2.5,2.5,80.6666666666667,121.0,242.0,242.0,Churner,0.18053099551293592
J,E,Unknown,Unknown,Nonchurner,4,294,0.0,43.3089675086658,5.0,68,4,4,1,1,0.8,0.8,2.0,2.0,58.8,58.8,147.0,147.0,Churner,0.2600291576743418
G,F,Unknown,Unknown,Nonchurner,19,1600,0.744946343668492,114.368115898033,5.14285714285714,3,14,12,1,1,1.26666666666667,1.46153846153846,9.5,9.5,106.666666666667,123.076923076923,800.0,800.0,Churner,0.4857903435510025
A,E,Unknown,Unknown,Nonchurner,15,1754,0.924416277737175,143.784118480703,5.0,24,11,10,1,1,1.25,1.36363636363636,7.5,7.5,146.166666666667,159.454545454545,877.0,877.0,Churner,0.40573101662618566
D,C,Unknown,Unknown,Churner,49,5493,0.972150069472691,139.521076120485,0.939393939393939,1,33,25,1,1,1.44117647058824,1.88461538461538,24.5,24.5,161.558823529412,211.269230769231,2746.5,2746.5,Nonchurner,0.5406271600653754
B,E,Unknown,Unknown,Nonchurner,8,279,0.0,26.7338068477243,0.0,53,8,8,1,1,0.888888888888889,0.888888888888889,4.0,4.0,31.0,31.0,139.5,139.5,Churner,0.2383244725941447
J,E,Unknown,Unknown,Churner,23,1151,1.97253874256226,43.4885564885125,1.81818181818182,16,11,8,1,1,1.91666666666667,2.55555555555556,11.5,11.5,95.9166666666667,127.888888888889,575.5,575.5,Churner,0.3770764033405725
